Five people confirmed dead.,Abantu bataano bakakasiddwa nga bafu.,,
The police have taken the victim in their custody.,Poliisi etutte eyakoseddwa mu mikono gyayo.,,
This is one of the best health facility in the entire district.,Lino lye limu ku malwaliro agasinga obulungi mu disitulikiti yonna.,,
Police have failed to protect people and their properties.,Poliisi eremereddwa okukuuma abantu n'ebintu byabwe.,,
Police arrested the men who caused violence.,Poliisi yakutte abasajja abaaviiriddeko obutabanguko.,,
They killed an innocent man.,Basse omusajja atalina musango.,,
Residents in your community are very aggressive.,Abatuuze mu kitundu kyammwe bakambwe nnyo.,,
Do you have access to the hospital?,Olina obusobozi obutuuka ku ddwaliro?,,
Angry residents have been demonstrating since yesterday.,Abatuuze abanyiivu babadde beegugunga okuva eggulo.,,
The police officer got injured during the demonstration.,Omupoliisi yalumiziddwa mu kwe kalakaasa.,,
We pray that peace prevails.,Tusaba emirembe gidde mu nteeko.,,
Why are you starving those children?,Lwaki olumya abaana abo enjala?,,
We welcome refugees in Uganda.,twaniriza Abanoonyiboobubudamu mu Uganda.,,
We will not tolerate violent acts.,Tetujja kugumiikiriza bikolwa bya butabanguko.,,
A lot of people die during the war.,Abantu bangi bafa mu lutalo.,,
Police should keep law and order in the community.,Police erina okukuuma amateeka n'obutebenkevu mu kitundu.,,
Outstanding teachers should be rewarded for good work.,Abasomesa ab'enkizo balina okusiimibwa olw'emirimu emirungi.,,
How many teachers where recognised?,Basomesa bameka abaasiimiddwa..,,
Do teachers need to be motivated?,Abasomesa beetaaga okuzzaamu amaanyi?,,
Headteacher is responsible for school operations.,Omukulu w'essomero avunaanyizibwa ku kuddukanya kw'essomero.,,
Are you looking at some of the primary schools?,Otunuulira amasomero ga pulayimale agamu?,,
Which primary school homework do you have?,Omulimu gw'okukolera awaka gw'olina gwa ssomero lya pulayimale ki?,,
What are the duties of the headteacher?,Mirimu ki egy'omukulu w'essomero?,,
Which schools need funding from the government?,Masomero ki ageetaaga okuvujjirirwa gavumenti?,,
What are the worst performing schools in your district?,Masomero ki agasinga okukola obubi mu disitulikiti yo?,,
This survey was carried out in a number of schools.,Okunoonyereza kuno kwa kolebwa mu masomero agawerako.,,
Teachers are paid fewer wages.,Abasomesa basasulwa empeera ntono.,,
That school has few teachers.,Essomero eryo lilina abasomesa batono.,,
What are the qualities of a good teacher?,Bitendo ki omusomesa omulungi by'aba nabyo?,,
Why carry out school assessments?,Lwaki tukola okugezesa mu masomero?,,
What are some of the examples of the duties done by an administrator?,Byakulabirako ki eby'emirimu ebikolebwa adiminisituleeta.,,
How much land was allocated to the industrial park?,Ttaka lyenkana ki eryaweebwa ekibangirizi ky'amakolero.,,
What is the name of that industrial park?,Ekibangirizi ky'amakolero bakiyita batya?,,
There is land grabbing in this country.,Waliwo ekibba ttaka mu ggwanga lino.,,
Is that a university land?,Eryo ttaka lya yunivaasite?,,
That farmland belongs to who?,Eryo ettaka lya faamu ly'ani?,,
Agriculture is the backbone of Uganda.,Ebyobulimi n'obulunzi gwe mugongo gwa Uganda.,,
How many universities are in Uganda?,Yunivaasite mmeka eziri mu Uganda?,,
Land should be distributed evenly and lawfully.,Ettaka lirina okugabanyizibwamu kyenkanyi ate mu mateeka.,,
There will be destruction of property.,Wajja kubaawo okwonoona ebintu.,,
The district has provided land to local and foreign investors.,Disitulikiti ewadde Bamusigansimbi abagwiira ne bannansi ettaka.,,
The land will be under the supervision of the local government.,Ettaka lijja kubeera mu kulondoolwa gavumenti eya wakati.,,
Government officials have a conflict of interest in government projects.,Abakungu ba gavumenti balina obukuubagano ku puloojekiti za gavumenti ze beeyagaliza.,,
The ministry of health has worked with different sectors for better health services.,Minisitule y'ebyobulamu ekolaganye n'ebitongole eby'enjawulo okusobola okulongoosa obujjanjabi.,,
People need easy accessibility to health services.,Abantu beetaaga obwangu mu kufuna obuweereza bw'ebyobulamu.,,
People will be educated on how they should live a healthy life.,Abantu bajja kusomesebwa ku ngeri gye balina okuwangaala mu bulamu obulungi.,,
The program has specific rules and procedures.,Puloogulaamu erina amateeka n'ebigobererwa.,,
They are setting up new health centres in the area.,Bali mu kuzimba malwaliro mapya mu kitundu.,,
The program will focus on a number of illnesses.,Pulogulaamu ejja kutunuulira ebirwadde ebiwerako.,,
People have no means to access medical care.,Abantu tebalina ngeri za kutuuka ku bujjanjabi.,,
People should boost their skills and knowledge in health services.,Abantu balina okutumbula obukugu n'obumanyirivu bwabwe ku mpeereza z'obulamu.,,
The institution has improved health service provision in Uganda.,Ekitongole kirongoosezza empeereza z'ebyobulamu mu Uganda.,,
The institution has eased medical accessibility for cancer patients.,Ekitongole kyanguyirizza abalwadde ba Kkookolo obujjanjabi.,,
Some people are too poor to access medical services.,Abantu abamu baavu nnyo tebasobola kufuna buweereza bwa bujjanjabi.,,
People must be informed and updated about the dangers of non-communicable diseases.,Abantu balina okutegeezebwa buli kaseera ku bulabe obuli mu ndwadde ezitasiigibwa okuva ku mulala.,,
Health practitioners will be equipped with skills check for different diseases.,Abaweereza b'ebyobulamu bajja kuyigirizibwa obukugu bw'okukebera endwadde ez'enjawulo.,,
The government is committed to eriminating and eradicating non-communicable diseases.,Gavumenti enyiikiridde okumalawo n'okuziyiza endwadde ezitasiigibwa.,,
The government will construct a new bridge in Adjumani.,Gavumenti ejja kuzimba olutindo olupya mu Adjumani.,,
There will be an improved transport network.,Wajja kubaawo entambula ennongoseemu.,,
The engineers have analyzed the impact of the bridge on the environment.,Ba yinginiya beekalirizza obulabe bw'olutindo ku butonde bw'ensi.,,
The construction of the bridge will affect the environment positivery and negativery.,Okuzimba olutindo kujja kukosa obutonde mu bulungi ne mu bubi.,,
The engineers want to construct the bridge without degrading the environment.,Ba yinginiya baagala kuzimba lutindo nga tebakosezza butonde bwa nsi.,,
The construction of the bridge will delay.,Okuzimba olutindo kujja kulwawo.,,
The government has delayed construction of some roads.,Gavumenti eruddewo okuzimba enguudo ezimu.,,
Some officials have doubts about bridge construction.,Abakungu abamu balina okubuusabuusa ku kuzimba olutindo.,,
Government policies follow specific rules and regulations.,Enteekateeka za gavumenti zigoberera amateeka n'okulambikibwa okumu.,,
The authority is analyzing the dynamics in the bridge construction.,Ekitongole kiri mu kwetegereza nkyukakyuka mu kuzimba olutindo.,,
People have been assured that the bridge will be constructed.,Abantu babakakasizza nti olutindo lwa kuzimbibwa.,,
The district has sensitized people to construct more toilets in the area.,Disitulikiti eyigirizza abantu okwongera kuzimba zi kaabuyonjo mu kitundu.,,
People need proper toilet facilities.,Abantu beetaaga kaabuyonjo ennungi.,,
The district should properly plan for its people.,Disitulikiti erina okuteekateekera obulungi abantu baayo.,,
The district has ensured general cleanliness among the people.,Disitulikiti ekakasizza obuyonjo twalirawamu mu bantu.,,
There is no collective effort at the district.,Tewali kukwasiza wamu ku disitulikiti.,,
People still lack toilet facilities in Adjumani.,Abantu bakyabulamu zi kaabuyonjo mu Adjumani.,,
The government needs to construct toilets for refugees.,Gavumenti yeetaaga okuzimbira abanoonyi b'obubudamu zi kaabuyonjo.,,
The latrines have a weak foundation.,Kaabuyonjo z'ebinnya zirina omusingi omunafu.,,
The district has to ensure proper sanitation.,Disitulikiti erina okufaayo ku buyonjo obw'omugundu.,,
The district must supervise and coordinate the construction of latrines.,Disitulikiti erina okulondoola n'okukwasaganya okuzimba kwa zi kaabuyonjo.,,
The district wants to ensure proper hygiene and general cleanliness among the people.,Disitulikiti eyagala okukuuma obuyonjo n'okwefaako mu bantu.,,
"People have to be committed, determined and focused.","Abantu balina okuba abeesimbu, abamalirivu ate nga balemerako.",,
People believe in their culture.,Abantu bakkiririza mu buwangwa bwabwe.,,
People are greedy.,Abantu baluvu.,,
The people do not trust their leaders.,Abantu tebeesiga bakulembeze baabwe.,,
Most of the people were vaccinated against the six killer diseases.,Abantu abasinga obungi baagemebwa eri endwadde zi nnamutta omukaaga.,,
Inaccessibility to some areas discouraged the vaccination process.,Obuzibu mu kutuuka mu bitundi ebimu bwalemesa enkola y'okugema.,,
There will be frequent vaccination in the area.,Wajja kubaawo okujjanjaba okw'omuddiringanwa mu kitundu.,,
People are not involved in decision-making processes.,Abantu tebenyigidde mu nkola ya kusalawo.,,
Every person will be vaccinated according to the law.,Buli muntu ajja kugemebwa okusinziira ku mateeka.,,
The government should solve disputes among districts.,Gavumenti erina okumalawo enkaayana wakati w'amadisitulikiti.,,
The health workers are effective in service provision.,Abasawo balungi mu kutuusa obuweereza.,,
All health workers were put on board in the vaccination process.,Abasawo bonna baaleetebwa mu nteekateeka y'okugema.,,
People in the district will learn new things at school.,Abantu mu disitulikiti bajja kuyiga ebintu ebipya ku ssomero.,,
The program will reduce the illiteracy levels among the people.,Puloogulaamu ejja kukendeeza obutamanya mu bantu.,,
The program will run for two academic years.,Puloogulaamu ejja kutwala emyaka gy'ebyensoma ebiri.,,
The government has injected funds to extend educational services to the people.,Gavumenti etaddemu ensimbi okugaziya obuweereza bw'ensoma eri abantu.,,
The project has simplified people's access to education services.,Puloojekiti egonderezza abantu mu kufuna obuweereza bw'okusoma.,,
People have had a chance to study even without school fees.,Abantu bafunye omukisa okusoma ne bwe bataba na bisale bya ssomero.,,
People will acquire knowledge and skills from different settings.,Abantu bajja kufuna amagezi n'obukugu okuva mu nteekateeka ez'enjawulo.,,
Refugees will be able to go to school.,Abanoonyiboobubudamu bajja kusobola okugenda ku ssomero.,,
The program was a government initiative to help people.,Puloogulaamu yali nteekateeka ya gavumenti okuyamba bantu.,,
The government is ready to implement its policies.,Gavumenti nneetegefu okussa amateeka gaayo mu nkola.,,
The program was initiated to help people who cannot access education services.,Puloogulaamu yatandikibwawo kuyamba bantu abatasobola kufuna buweereza bwa kusoma.,,
The government has allocated funds to boost the education sector.,Gavumenti etaddewo ensimbi okutumbula ekitongole ky'ebyensoma.,,
More people will benefit from this program.,Abantu bangiko abajja kuganyulwa mu nteekateeka eno.,,
The project has the backing of the government.,Puloojekiti erina obuwagizi bwa gavumenti.,,
Refugees have taken interest in studying.,Abanoonyiboobubudamu boolesezza obwagazi mu kusoma.,,
Education infrastructures will be established.,Ebizimbe ebisomerwamu bijja kuteekebwawo.,,
The officials sensitized people to participate in implementation.,Abakungu baasomesa abantu okwetaba mu kussa mu nkola.,,
The district must follow the legality in policy formulation and implementation.,Disitulikiti erina okugoberera amateeka mu kukola n'okussa mu nkola ebiragiro.,,
The district will attain infrastructural development     .,Disitulikiti ejja kufuna enkulaakulana erabirwako.,,
The government has provided the district with equalisation grants.,Gavumenti ewadde disitulikiti ensimbi ez'okugituusa ku ezo engagga.,,
Only a few districts have participated in the program.,Disitulikiti ntono ez'etabye mu nteekateeka eno.,,
Some local governments have declared interest in the program.,Gavumenti z'ebitundu ezimu zaalangirira obwagazi mu nteekateeka.,,
Refugee hosting communities need help address immediate problems.,Ebitundu ebirimu Abanoonyiboobubudamu byetaaga obuyambi mu kukwata ku bizibu ebyamangu.,,
The government allocates income basing on how policies are formulated and implemented.,Gavumenti egabanya ensimbi okusinziira ku mateeka n'engeri gye gabagibwa n'okussibwa mu nkola.,,
The district has experts and bureaucrats who can handle local government projects.,Disitulikiti erina abakugu n'abalondoozi abasobola okukwasaganya puloojekiti za gavumenti z'ebitundu.,,
"The officials must ensure clarity, effectiveness and efficiency.","Abakulu balina okufaayo ku bwerufu, obukozi n'obwangu.",,
Equality must be emphasized among the refugees.,Obwenkanya bulina okukkaatirizibwa mu banoonyi b'obubudamu.,,
The district will allocate income based on the needs of society.,Disitulikiti ejja kugabanya ensimbi okusinziira ku byetaago by'ekitundu.,,
The officials are working hard to improve infrastructures at the district level.,Abakungu bakola nnyo okutumbula enkulaakulana ku ddaala lya disitulikiti.,,
The district will respond to challenges faced by the people.,Disitulikiti ejja kwanganga okusoomoozebwa okusangibwa abantu.,,
The district has clearly defined priorities.,Disitulikiti erina ebirambike ebimanyikiddwa obulungi.,,
The officials aim at improving social service delivery.,Abakungu bagenderera kulongoosa empeereza ya bulijjo.,,
Infrastructural development     will be enhanced in the district.,Enkulaakulana ejja kutumbulwa mu disitulikiti.,,
The officials have focused on improving education and health services.,Abakungu batadde essira ku kulongoosa obuweereza mu byenjigiriza n'ebyobulamu.,,
The government has tried to allocate income evenly among local governments.,Gavumenti egezezzaako okugabanya ensimbi kyenkanyi wakati wa gavumenti z'ebitundu.,,
The resident district commissioner will supervise and coordinate activities on the President's behalf.,Omubaka wa pulezidenti ku disitulikiti ajja kulondoola n'okukwasaganya emirimu ku lwa pulezidenti.,,
Officials should strive to achieve the set goals and objectives in the district.,Abakungu balina okulwana ennyo okutuukiriza ebiruubirirwa n'ebigendererwa mu disitulikiti.,,
The district wants to control disease outbreaks in the area.,Disitulikiti eyagala kutangira okubalukawo kw'endwadde mu kitundu.,,
People and officials should have a clear and defined responsibility in society.,Abantu n'abakungu balina okubeera n'obuvunaanyizibwa obulambikiddwa obulungi mu mbeerabantu.,,
Sub-counties were sensitized to establish toilet facilities.,Amagombolola gaasomesebwa okuteekawo zi kaabuyonjo.,,
People should work towards rural transformation.,Abantu balina okukolerera okukyusa ebyalo.,,
People have been pressured to join in achieving district goals and objectives.,Abantu basindiikiriziddwa okwetaba mu kutuukiriza ebigendererwa n'ebiruubirirwa bya disitulikiti.,,
The district officials became complacent and lazy.,Abakungu ba disitulikiti baafuuka bamativu ate abagayaavu.,,
Sub-counties have to put in more effort.,Amagombolola gaylina okwongeramu amaanyi.,,
Leaders have to meet their social responsibilities.,Abakulembeze balina okutuukiriza obuvunaanyizibwa bwabwe eri abantu.,,
Leaders must maintain sanitation in society.,Abakulembeze balina okukuuma obuyonjo mu kitundu.,,
Some men lack the income to meet their family needs.,Abasajja abamu tebalina nsimbi kutuukiriza byetaago bya maka gaabwe.,,
Latrines should be a must-have for every homestead.,Okuba ne kaabuyonjo kirina kuba kya buwaze mu buli maka.,,
Local leaders should encourage people in the community to maintain sanitation.,Abakulembeze b'ebitundu balina okukubiriza abantu mu kitundu okukuuma obuyonjo.,,
Latrine inspection helps leaders to follow up on the general cleanness of the community.,Okulambula kaabuyonjo kiyamba abakulembeze okulondoola obuyonjo bw'ekitundu kyonna.,,
Clean toilets help prevent diseases.,Kaabuyonjo ennyonjo ziyamba okuziiyiza endwadde.,,
"Avoid open defecation, please.",Bambi mwewale okukyama buli wamu.,,
Strategies have been laid to help to improve sanitation.,Enteekateeka zitegekeddwa okuyamba okulongoosa obuyonjo.,,
What is an ultimatum?,Okuteekebwa ku nninga kye ki?,,
Environmental health focuses on the interrerationship between  people and their environment.,Obulamu bw'obutonde bufa ku nkwatagana eriwo wakati w'abantu n'obutonde obubeetoolodde.,,
What causes some projects to fail in some areas and succeed in other areas?,Ki ekireetera puloojekiti ezimu okulema mu bitundu ebimu ate ne zimalako mu bitundu ebirala?,,
Different factors hinder the growth of projects.,Ensonga ez'enjawulo zirobera enkulaakulana za puloojekiti.,,
Disunited people can hardly achieve anything together.,Abantu abatali bumu kizibu nnyo okubaako kye batuukako awamu.,,
A good worker is evaluated on the basis of his or her performance.,Omukozi omulungi apimibwa kusinziira ku nkola ye.,,
"In order to achieve, one must work hard.","Okusobola okuwangula, omuntu alina kukola ennyo.",,
Leaders have authority over their subordinates.,Abakulembeze balina obuyinza ku be bakulembera.,,
Those without latrines should be punished.,Abo abatalina zi kaabuyonjo balina okubonerezebwa.,,
Local leaders have the power to mobilise members of the community.,Abakulembeze b'ebyalo balina obuyinza okukunga abantu mu kitundu.,,
Why do most projects fail at the district level?,Lwaki puloojekiti ezisinga obungi ziremererwa ku ddaala lya disitulikiti?,,
Projects need funds to be implemented.,Puloojekiti zeetaaga nsimbi okuteekebwa mu nkola.,,
International organisations are doing great in offering help to Ugandan refugees.,Ebitongole bi ttabamawanga bikola ky'amaanyi okuyamba ku banoonyi b'obubudamu abali mu Uganda.,,
Projects have a lifetime.,Puloojekiti zirina obuwangaazi.,,
There different ways of empowering the economy.,Waliwo engeri ez'enjawulo ez'okutumbula ebyenfuna.,,
There is increasing effort in empowering women and youths.,Waliwo kaweefube mu kutumbula abakyala n'abavubuka.,,
Plant more trees in order to preserve the environment.,Mweyongere okusimba emiti okusobola okukuuma obutonde.,,
The government encourages creativity and innovation.,Gavumenti ekubiriza obuyiiya n'obutonzi.,,
Uganda has international rerations with other countries.,Uganda erina enkwatagana n'amawanga amalala.,,
Refugees are people that usually flee their countries as a result of conflicts.,Abanoonyiboobubudamu be bantu abadduka mu nsi zaabwe olw'obutabanguko.,,
Different countries and organisations have come up to support the refugees in Uganda.,Ensi n'ebitongole eby'enjawulo bivuddeyo okuyamba Abanoonyiboobubudamu mu Uganda.,,
Love and care for each other because we are all the same.,Mwagalane era mulabirigane kubanga ffenna tuli kimu.,,
Different projects are being implemented to help refugees.,Puloojekiti ez'enjawulo ziteekebwa mu nkola okuyamba Abanoonyiboobubudamu.,,
Land is a necessity for industrial growth.,Ettaka lyeetaagisa nnyo mu ku kulaakulanya amakolero.,,
Industries lead to economic development     .,Amakolero gaviirako enkulaakulana y'ebyenfuna.,,
Leaders make decisions on behalf of others.,Abakulembeze bakola okusalawo ku lw'abalala.,,
Cocoa is now grown on a large scale.,Cocoa kati alimibwa mu bupime obugazi.,,
The private sector is now investing more in agriculture.,Banneekoleragyange kati ensimbibazisiga mu bulimi.,,
develop infrastructure in the different regions of the country.,Mukulaakulanye ebintu mu bitundu by'eggwanga eby'enjawulo.,,
An industrial park is an area of land developed as a site for factories.,Ekibangirizi ky'amakolero ky'ekitundu ky'ettaka ekikulaakulanyiziddwa ng'embuga y'amakolero.,,
Agro-based industries shall help add value to agricultural products.,Amakolero ageesigamiziddwa ku bulimi n'obulunzi gajja kuyambako okwongera omutindo ku birime.,,
Industrial parks greatly benefit nearby villages and districts.,Ebibangirizi by'amakolero bigasa nnyo ebyalo ne disitulikiti ezibiri okumpi.,,
Government advocates for industrial parks because they shall boost the economy.,Gavumenti ewagira ebibangirizi by'amakolero kuba bajja kutumbula ebyenfuna.,,
It is a joyous feeling to be given.,Kya ssanyu okuweebwa.,,
Leaders should stand firm on their decisions.,Abakulembeze balina okuyimirira butengerera ku bye babeera basazeewo.,,
The community should learn to welcome projects being introduced/,Abantu mu bitundu balina okuyiga okwaniriza puloojekiti ezireeteddwa.,,
Religious leaders greatly advocate for unity among brethren.,Abakulembeze b'edddiini balwanirira nnyo obwegassi wakati w'endiga ze basumba.,,
Archbishops lead masses in church.,Bassaabasumba bakulembera emmisa mu kkanisa.,,
Love God and keep your hearts pure.,Mwagale katonda era mukuume emitima gyammwe nga miyonjo.,,
The archbishops teach people on things concerning God.,Bassaabasuba bayigiriza abantu ku bintu ebikwata ku Katonda.,,
A Christian must have faith in God.,Omukiristu alina okubeera n'okukkiriza mu Katonda.,,
Farming is best on fertile land.,Okulima kulungi nnyo ku ttaka eggimu.,,
Who are the pilgrims?,Abalamazi be b'ani?,,
Pilgrimage is a pilgrim's journey.,Okulamaga lwe lugendo lw'omulamazi.,,
A pilgrim is a journey done for religious purposes.,Okulamaga lwe lugendo olukolebwa ku lw'ensonga z'eddiini,,
Why should a cross be used as a sign for salvation?,Lwaki omussaalaba gulina okukozesebwa ng'akabonero k'okulokoka?,,
How does a Holy cross look like?,Omussaalaba omutukuvu gufaanana gutya?,,
Catholics are part of the Christian faith.,Abakatoliki kitundu ku nzikiriza y'obukrisitaayo.,,
Some structures like bridges exist for quite a long time.,Ebizimbe ebimu ng'entindo bibeerawo okumala ebbanga ddene.,,
"Usually, a contractor could be a company or a person.","Bulijjo, aweebwa ttenda esobola okubeera kkampuni oba omuntu.",,
Refugees to have access to community resources.,Abanoonyiboobubudamu balina okufuna empeereza z'ebitundu.,,
What could be the factors hindering refugees from accessing services?,Nsonga ki eziyinza okuba nga zirobera abanoonyiboobubudamu okufuna empeereza.,,
Bridges are helpful in crossing flooded rivers.,Entindo ziyamba mu kusala emigga egibooze.,,
Engineers handle bridge constructions.,Ba yinginiya bakwasaganya okuzimba entindo.,,
Bridge constructions should be finished in time.,Okuzimba entindo kulina okumalirizibwa mu budde.,,
Farmers keep their produce in the store.,Abalimi batereka ebirime byabwe mu masitoowa.,,
Some challenges if not handled early they shall stay longer.,Okusoomoozebwa okumu singa kuba tekukoleddwako mangu kusobola okulwawo.,,
Who are the stakeholders?,Abakwatibwako ensonga be baani?,,
Supervision is required in order to get things done.,Okulondoola kwetaagisa okusobola okumaliriza ebintu.,,
Money extortion is a crime.,Okuggyako abantu ensimbi mu lukujjukujju musango.,,
Revenue can be accumulated from forest growing.,Ennyingiza esobola okweyongera okuva mu kulima ebibira.,,
Being affiliated means being attached to someone or something,Okubeera n'obukwatane kitegeeza okubeera n'akakwate ku muntu oba ekintu.,,
What could be some of the clearance documents?,Biki ebiyinza okuba ebimu ku biwandiiko ebituta.,,
Receipts are evidence that a payment has been made.,Lisiiti bwe bujulizi obulaga nti okusasula kukoleddwa.,,
One needs permission to transport some items.,Omuntu yeetaaga olukusa okutambuza ebintu ebimu.,,
How linked are you to your home district?,Okwatagana otya ne disitulikiti yo gy'ozaalwa?,,
Officially one that has made a payment should be given a receipt.,Mu butongole omuntu asasudde alina okuweebwa lisiiti.,,
"Be careful, thieves carry dangerous weapons along with them.",Beera mwegendereze ababbi batambula n'ebissi eby'obulabe.,,
Telephones are used as means of communication.,Amasimu gakozesebwa ng'engeri y'okuwuliziganya.,,
How is tax revenue collected in Uganda?,Omusolo gukungaanyizibwa gutya mu Uganda?,,
Cultural institutions need to be revived.,Ebifo by'ebyobuwangwa birina okuzzibwa obuggya.,,
Charcoal is made from trees.,Amanda gakolebwa kuva mu miti.,,
Social media can be used as a platform to fight illegal activities.,Emikutu emigattabantu esobola okukozesebwa nga oluwenda olw'okulwanyisa ebikolwa by'obumenyi bw'amateeka.,,
Why do leaders engage in illegal activities?,Lwaki abakulembeze beenyigira mu bikolwa ebimenya amateeka?,,
What are the different approaches to administration?,Ennenganga ez'enjawulo ez'obukulembeze ze ziriwa?,,
There so many illegal activities happening in our environment.,Waliwo ebikolwa by'obumenyi bwa'amateeka bingi nnyo ebigenda mu maaso mu bitundu ebitwetoolodde.,,
How can one differentiate a lie from the truth?,Omuntu ayawula atya obulimba ku mazima?,,
It is not right to arm oneself with dangerous weapons.,Si kituufu omuntu okubagalira ebissi eby'obulabe.,,
Guards have the power to execute.,Abakuumi balina obuyinza okutta.,,
What is the legal regime?,Omulembe gw'amateeka kye ki?,,
Cultural activities should be carried out with the law into consideration.,Ebikolwa byobuwangwa birina okukolebwa nga n'amateeka gafiibwako.,,
Every officer has their own assigned duties to execute.,Buli muserikale alina emirimu gye gy'alina okukola.,,
Bribery is an act condemned in society.,Okugulirira kikolwa ekivumirirwa mu ggwanga.,,
Is it possible for one to be double-taxed?,Kisoboka omuntu okusasuzibwa omusolo emirundi ebiri?,,
Security is reried on for protection.,Eby'okwerinda byesigamibwako obukuumi.,,
Paraller things are assumed never to meet.,Ebintu ebiri mu lunyiriri bisuubirwa obutasisinkana.,,
Resolutions are firm decisions to do or not to do something.,Okusalawo okw'enkomeredde kwe kusalawo okukola ekintu oba obutakikola.,,
Wrongdoers should be condemned.,Abakozi b'ebibi balina okuvumirirwa.,,
Can guards really extort money?,Abakuumi basobola okufuna ssente nga bakozesa amaanyi?,,
Illegal charcoal burners should be punished by law.,Abookya amanda mu bumenyi bw'amateeka balina okukangavvulwa mu mateeka.,,
What is the purpose of a memorandum?,Okukkanya kwa mugaso ki?,,
Money is required in tree planting.,Ssente zeeetaagisa mu kusimba emiti.,,
Some actions and behaviours lure one from the ways of God.,Ebikolwa ebimu biggya omuntu mu kkubo lya Katonda.,,
Priests are ordained for ministry.,Abasumba balondebwa mu buweereza.,,
Catholics have their own beriefs as a religion.,Abakatoliki balina enzikiriza zaabwe ng'eddiini,,
All human beings can be tempted.,Abantu bonna basobola okukemebwa.,,
Priests are servants of God.,Baffaaza baweereza ba Katonda.,,
One must be ordained in order to become a practising priest.,Omuntu alina okutikkirwa okusobola okufuuka omufaaza aweereza.,,
A seminary is a training college for priests.,Ekigo ly'ettendekero ly'abafaaza.,,
"In our different journeys of life, we have people that guide us.",Mu ngendo z'obulamu bwaffe ez'enjawulo tulina abantu abatulungamya.,,
Embrace a positive attitude towards education.,Beera n'endowooza ennungi eri okusoma.,,
Students are admitted to institutions and schools every year.,Abayizi baaweebwa ebifo mu matendekero ne mu masomero buli mwaka.,,
Parents are advised to take the girl child to school.,Abazadde baweebwa amagezi okusomesa omwana omuwala.,,
Challenges are best solved in a team.,Okusoomoozebwa kusinga kugonjoolwa mu muli wamu.,,
Planning is carried out at different stages.,Okuteekateeka kukolebwa ku mitendera egy'enjawulo.,,
Stakeholders are people with an interest in something or business.,Abakwatibwako be bantu abalina obwagazi mu kintu ekimu oba bizinensi.,,
"A pilot project is conducted to evaluate the feasibility, cost and duration of a project.","Okugezesa kukolebwa okupima engeri y'okukolamu ekintu, omuwendo n'obudde bwa pulojekiti.",,
Water is used for various purposes.,Amazzi gakozesebwa emirimu egy'enjawulo.,,
Riverbanks tend to flood during heavy rain seasons.,Embalama z'emigga zitera okubooga mu sizoni z'enkuba ennyingi .,,
What are some of the unaddressed water challenges?,Kusoomoozebwa kw'amazzi ki okumu okutafiiriddwako?,,
It is good to appreciate others where necessary.,Kirungi okusiima abalala we kyetaagisizza.,,
Water is a basic need for people therefore it should be available.,Amazzi kyetaago ky'abantu mu bulamu obwa bulijjo n'olw'ekyo galina okubeerawo.,,
Refugees are hosted by other countries.,Abanoonyiboobubudamu beebudama mu nsi ndala.,,
Families need charcoal for cooking.,Amaka geetaaga amanda okufumba.,,
Businessmen are opportunists.,Bannabizinensi bafunira mu buzibu.,,
Be mindful not to do illegal activities.,Beera mwegendereza obutakola bintu bimenya mateeka.,,
It is a blessing to donate to the needy in society.,Okuwa abali mu bwetaavu mu kitundu guba mukisa.,,
There lots of illegal activities in the charcoal business.,Emirimu egimenya amateeka mingi mu bizinensi y'amanda.,,
A licensed person is one that has been legally allowed to operate.,Omuntu alina layisinsi y'oyo akkiriziddwa okukola mu mateeka.,,
Leaders should not be engaged in illegal activities.,Abakulembeze tebalina kwenyigira mu mirimu egimenya amateeka.,,
What are some of the forest products?,Biki ebimu ebiva mu bibira?,,
What is illegal logging?,Okusala embaawo mu bumenyi bw'amateeka kye ki?,,
Illegal practitioners should be charged in courts of law.,Abamenyi b'amateeka balina okuvunaanibwa mu mbuga z'amateeka.,,
What kind of person is considered vulnerable in the community?,Muntu wa kika ki abalibwa nga ali mu bwetaavu mu kitundu.?,,
Protect and preserve the environment.,Kuuma obutonde bw'ensi.,,
Refugees have settled in Uganda.,Abanoonyiboobubudamu baasenze mu Uganda.,,
Most refugees are found in refugee camps.,Abanoonyiboobubudamu abasinga basangibwa mu nkambi z'abanoonyiboobubudamu.,,
People settle in different areas and regions.,Abantu basenga mu bitundu eby'enjawulo.,,
Power connectivity will be of great benefit.,Okubeerawo kw'amasannyalaze kujja kuba kwa mugaso munene.,,
How can development     be enhanced?,Enkulaakulana eyinza kutumbulwa etya?,,
electric poles are fixed in the ground for firmness.,Emiti gy'amasannyalaze gisimbibwa mu ttaka okusobola okunywera.,,
A survey is done for different reasons.,Okunoonyereza kukolebwa olw'ensonga ez'enjawulo.,,
A petition is an appeal to the authorities for a particular cause.,Okwemulugunya kwe kusaba ab'obuyinza ku nsonga yonna.,,
Mapping an area involves identifying all the boundaries for the area of interest.,Okupima ettaka kuzingiramu okulaba ensalosalo zonna ez'ettaka ly'oyagala okupima.,,
electricity will be of value to society.,Amasannyalaze gajja kuba ga mugaso mu kitundu.,,
The public is sensitized on the use of electricity and others.,Abantu basomeseddwa ku nkozesa y'amasannyalaze n'ebirala.,,
"In order to consume electricity, one must pay a certain fee.",Omuntu alina okubaako omutemwa gw'asasula okusobola okukozesa amasannyalaze.,,
